,tweet_id,source,text,rating_numerator,rating_denominator,pets_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,date,time,developmentalStage,dogTypeMax,dogConfsMax,new_dog_rating,dog_counts
1336,705223444686888960,Twitter for iPhone,This is Bode. He's a heavy sleeper. 9/10 https://t.co/YMkxhGWUqv,9.0,10.0,Bode,https://pbs.twimg.com/media/Ccl0-HVVAAAf8aK.jpg,1.0,Egyptian_cat,0.0905082,False,Chesapeake_Bay_retriever,0.0773733,True,Mexican_hairless,0.0494715,True,2732.0,867.0,2016-03-03 00:00:00,2018-10-13 02:49:00,no-entry,Egyptian_cat,0.0773733,9.0,1.0
1337,705102439679201280,Twitter for iPhone,This is Terrenth. He just stubbed his toe. 10/10 deep breaths Terrenth https://t.co/Pg18CDFC7Z,10.0,10.0,Terrenth,https://pbs.twimg.com/media/CckG63qUsAALbIr.jpg,1.0,collie,0.457672,True,chow,0.27910100000000004,True,Pomeranian,0.07692230000000001,True,2272.0,549.0,2016-03-02 00:00:00,2018-10-13 18:48:00,no-entry,collie,0.457672,10.0,1.0
1339,704871453724954624,Twitter for iPhone,I found a forest Pipsy. 12/10 https://t.co/mIQ1KoVsmU,12.0,10.0,,https://pbs.twimg.com/media/Ccg02LiWEAAJHw1.jpg,1.0,Norfolk_terrier,0.689504,True,soft-coated_wheaten_terrier,0.10148,True,Norwich_terrier,0.0557785,True,4507.0,1196.0,2016-03-02 00:00:00,2018-10-13 03:30:00,no-entry,Norfolk_terrier,0.689504,12.0,1.0
1340,704859558691414016,Twitter for iPhone,Here is a heartbreaking scene of an incredible pupper being laid to rest. 10/10 RIP pupper https://t.co/81mvJ0rGRu,10.0,10.0,,https://pbs.twimg.com/media/CcgqBNVW8AE76lv.jpg,1.0,pug,0.284428,True,teddy,0.156339,False,mitten,0.138915,False,2386.0,586.0,2016-03-02 00:00:00,2018-10-13 02:43:00,pupper,pug,0.284428,10.0,1.0
1343,704761120771465216,Twitter for iPhone,This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. 13/10 https://t.co/Lu0ECu5tO5,13.0,10.0,,https://pbs.twimg.com/media/CcfQgHVWoAAxauy.jpg,1.0,Siamese_cat,0.202294,False,Chihuahua,0.100418,True,basenji,0.07209650000000001,True,7006.0,3119.0,2016-03-01 00:00:00,2018-10-13 20:11:00,pupper,Siamese_cat,0.100418,13.0,1.0
1344,704499785726889984,Twitter for iPhone,When you wake up from a long nap and have no idea who you are. 12/10 https://t.co/dlF93GLnDc,12.0,10.0,,https://pbs.twimg.com/media/Ccbi0UGWoAA4fwg.jpg,1.0,Chihuahua,0.376541,True,Siamese_cat,0.0980571,False,Labrador_retriever,0.08521089999999999,True,3104.0,1076.0,2016-03-01 00:00:00,2018-10-13 02:53:00,no-entry,Chihuahua,0.376541,12.0,1.0
1347,704364645503647744,Twitter for iPhone,Say hello to Bisquick. He's a Beneplop Cumbersnug. Even smiles when wet. 12/10 I'd steal Bisquick https://t.co/5zX5XD3i6K,12.0,10.0,Bisquick,https://pbs.twimg.com/media/CcZn6RWWIAAmOZG.jpg,1.0,Pembroke,0.980695,True,Cardigan,0.0185044,True,Chihuahua,0.000215293,True,8487.0,3826.0,2016-02-29 00:00:00,2018-10-13 17:56:00,no-entry,Pembroke,0.980695,12.0,1.0
1348,704347321748819968,Twitter for iPhone,This is Ralphson. He's very confused. Wondering why he's sitting on Santa's lap in February. 10/10 stay woke pupper https://t.co/INphk4ltkZ,10.0,10.0,Ralphson,https://pbs.twimg.com/media/CcZYJniXEAAEJRF.jpg,1.0,teddy,0.23337800000000006,False,feather_boa,0.0884744,False,Brittany_spaniel,0.0829173,True,1676.0,377.0,2016-02-29 00:00:00,2018-10-13 16:47:00,pupper,teddy,0.0829173,10.0,1.0
1352,703774238772166656,Twitter for iPhone,"""YOU CAN'T HANDLE THE TRUTH"" both 10/10 https://t.co/ZvxdB4i9AG",10.0,10.0,,https://pbs.twimg.com/media/CcRO8FmW4AAzazk.jpg,1.0,Labrador_retriever,0.990119,True,Chesapeake_Bay_retriever,0.00802558,True,curly-coated_retriever,0.00124229,True,1949.0,500.0,2016-02-28 00:00:00,2018-10-13 02:50:00,no-entry,Labrador_retriever,0.990119,10.0,1.0
1353,703769065844768768,Twitter for iPhone,When you're trying to watch your favorite tv show but your friends keep interrupting. 10/10 relatable af https://t.co/QQZDCYl6zT,10.0,10.0,,https://pbs.twimg.com/media/CcRKOzyXEAQO_HN.jpg,2.0,boxer,0.838994,True,Greater_Swiss_Mountain_dog,0.0888003,True,bull_mastiff,0.0316839,True,3480.0,1222.0,2016-02-28 00:00:00,2018-10-13 02:29:00,no-entry,boxer,0.838994,10.0,1.0
1355,703611486317502464,Twitter for iPhone,Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet 10/10 put it in some rice pup https://t.co/JSmX1FIEaW,10.0,10.0,Scooter,https://pbs.twimg.com/media/CcO66OjXEAASXmH.jpg,1.0,Pembroke,0.756441,True,basenji,0.126621,True,Cardigan,0.08011669999999999,True,4081.0,1632.0,2016-02-27 00:00:00,2018-10-13 16:03:00,pupper,Pembroke,0.756441,10.0,1.0
1356,703425003149250560,Twitter for iPhone,"Really guys? Again? I know this is a rare Albanian Bingo Seal, but we only rate dogs. Only send in dogs... 9/10 https://t.co/6JYLpUmBrC",9.0,10.0,,https://pbs.twimg.com/media/CcMRSwUW8AAxxNC.jpg,1.0,miniature_pinscher,0.292866,True,sleeping_bag,0.142122,False,Italian_greyhound,0.070849,True,4009.0,1487.0,2016-02-27 00:00:00,2018-10-13 03:42:00,no-entry,miniature_pinscher,0.292866,9.0,1.0
1360,703268521220972544,Twitter for iPhone,Happy Friday here's a sleepy pupper 12/10 https://t.co/eBcqv9SPkY,12.0,10.0,,https://pbs.twimg.com/media/CcKC-5LW4AAK-nb.jpg,1.0,wool,0.5254340000000001,False,fur_coat,0.236391,False,kuvasz,0.038243,True,2079.0,589.0,2016-02-26 00:00:00,2018-10-13 17:20:00,pupper,wool,0.038243,12.0,1.0
1361,703079050210877440,Twitter for iPhone,This is a Butternut Cumberfloof. It's not windy they just look like that. 11/10 back at it again with the red socks https://t.co/hMjzhdUHaW,11.0,10.0,,https://pbs.twimg.com/media/CcHWqQCW8AEb0ZH.jpg,2.0,Pembroke,0.778503,True,Shetland_sheepdog,0.0938339,True,Cardigan,0.060296400000000014,True,7792.0,3338.0,2016-02-26 00:00:00,2018-10-13 04:48:00,no-entry,Pembroke,0.778503,11.0,1.0
1365,702684942141153280,Twitter for iPhone,This is Lucy. She's sick of these bullshit generalizations 11/10 https://t.co/d2b5C2R0aO,11.0,10.0,Lucy,https://pbs.twimg.com/media/CcBwOn0XEAA7bNQ.jpg,1.0,golden_retriever,0.514085,True,Chesapeake_Bay_retriever,0.173224,True,Brittany_spaniel,0.118384,True,3398.0,1160.0,2016-02-25 00:00:00,2018-10-13 02:42:00,no-entry,golden_retriever,0.514085,11.0,1.0
1366,702671118226825216,Twitter for iPhone,Meet Rambo &amp; Kiwi. Rambo's the pup with the sharp toes &amp; rad mohawk. One stays woke while one sleeps. 10/10 for both https://t.co/MpH1Fe9LhZ,10.0,10.0,Rambo,https://pbs.twimg.com/media/CcBjp2nWoAA8w-2.jpg,1.0,bloodhound,0.381227,True,Sussex_spaniel,0.212017,True,clumber,0.128622,True,2315.0,604.0,2016-02-25 00:00:00,2018-10-13 01:47:00,no-entry,bloodhound,0.381227,10.0,1.0
1367,702598099714314240,Twitter for iPhone,"This is Sansa. She's gotten too big for her chair. Not so smol anymore. 11/10 once a pupper, always a pupper https://t.co/IpAoztle2s",11.0,10.0,Sansa,https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,1.0,kelpie,0.219179,True,badger,0.13358399999999998,False,Siamese_cat,0.07443999999999999,False,10920.0,3524.0,2016-02-24 00:00:00,2018-10-13 20:56:00,pupper,kelpie,0.219179,11.0,1.0
1370,702321140488925184,Twitter for iPhone,Please enjoy this picture as much as I did. 12/10 https://t.co/7u8mM99Tj5,12.0,10.0,,https://pbs.twimg.com/media/Cb8lWafWEAA2q93.jpg,3.0,West_Highland_white_terrier,0.769159,True,Scotch_terrier,0.0643688,True,Old_English_sheepdog,0.0437634,True,3463.0,1107.0,2016-02-24 00:00:00,2018-10-13 02:36:00,no-entry,West_Highland_white_terrier,0.769159,12.0,1.0
1371,702276748847800320,Twitter for iPhone,"""AND IIIIIIIIIIIEIIIIIIIIIIIII WILL ALWAYS LOVE YOUUUUU"" 11/10 https://t.co/rSNCEiTtfI",11.0,10.0,,https://pbs.twimg.com/media/Cb78-nOWIAENNRc.jpg,1.0,Boston_bull,0.697303,True,French_bulldog,0.239015,True,American_Staffordshire_terrier,0.0198381,True,2618.0,822.0,2016-02-23 00:00:00,2018-10-13 23:39:00,no-entry,Boston_bull,0.697303,11.0,1.0
1372,702217446468493312,Twitter for iPhone,"I know it's tempting, but please stop sending in pics of Donald Trump. Thank you ...9/10 https://t.co/y35Y1TJERY",9.0,10.0,,https://pbs.twimg.com/media/Cb7HCMkWEAAV9zY.jpg,1.0,golden_retriever,0.242419,True,chow,0.2268,True,cocker_spaniel,0.194086,True,5080.0,1444.0,2016-02-23 00:00:00,2018-10-13 19:44:00,no-entry,golden_retriever,0.242419,9.0,1.0
1374,701952816642965504,Twitter for iPhone,Meet Rilo. He's a Northern Curly Ticonderoga. Currently balancing on one paw even in strong wind. Acrobatic af 11/10 https://t.co/KInss2PXyX,11.0,10.0,Rilo,https://pbs.twimg.com/media/Cb3WXMUUMAIuzL8.jpg,1.0,toy_poodle,0.33170700000000003,True,miniature_poodle,0.272485,True,standard_poodle,0.169415,True,4019.0,1102.0,2016-02-23 00:00:00,2018-10-13 02:12:00,no-entry,toy_poodle,0.33170700000000003,11.0,1.0
1377,701601587219795968,Twitter for iPhone,This is Coopson. He's a Blingin Schnitzel. Built fence himself. One ear is slightly defective. 10/10 would still pet https://t.co/MWw3pVMhJA,10.0,10.0,Coopson,https://pbs.twimg.com/media/CbyW7B0W8AIX8kX.jpg,1.0,Chihuahua,0.993661,True,Pembroke,0.00150487,True,toy_terrier,0.0008666069999999999,True,2208.0,492.0,2016-02-22 00:00:00,2018-10-13 02:57:00,no-entry,Chihuahua,0.993661,10.0,1.0
1380,701214700881756160,Twitter for iPhone,"I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",12.0,10.0,,https://pbs.twimg.com/media/Cbs3DOAXIAAp3Bd.jpg,1.0,Chihuahua,0.615163,True,Pembroke,0.15950899999999998,True,basenji,0.08446569999999999,True,12923.0,5505.0,2016-02-21 00:00:00,2018-10-13 01:19:00,no-entry,Chihuahua,0.615163,12.0,1.0
1381,700890391244103680,Twitter for iPhone,This is Chet. He's dapper af. His owners want him to learn how to dance but his true passion is potato guns. 11/10 https://t.co/TBv7Qh1zxZ,11.0,10.0,Chet,https://pbs.twimg.com/media/CboQFolWIAE04qE.jpg,1.0,white_wolf,0.16656300000000002,False,schipperke,0.122356,True,West_Highland_white_terrier,0.119247,True,2344.0,618.0,2016-02-20 00:00:00,2018-10-13 03:51:00,no-entry,white_wolf,0.122356,11.0,1.0
1383,700847567345688576,Twitter for iPhone,Meet Crouton. He's a Galapagos Boonwiddle. Has a legendary tongue (most Boonwiddles do). Excellent stuff 10/10 https://t.co/110Eeg7KW3,10.0,10.0,Crouton,https://pbs.twimg.com/media/CbnpI_1XIAAiRAz.jpg,1.0,Rhodesian_ridgeback,0.252514,True,redbone,0.153005,True,whippet,0.135199,True,2572.0,538.0,2016-02-20 00:00:00,2018-10-13 01:00:00,no-entry,Rhodesian_ridgeback,0.252514,10.0,1.0
1387,700505138482569216,Twitter for iPhone,This is Kaia. She's just cute as hell. 12/10 I'd kill for Kaia https://t.co/5fMdH8GFaq,12.0,10.0,Kaia,https://pbs.twimg.com/media/Cbixs3vUUAAqHHN.jpg,1.0,bath_towel,0.449684,False,Norwegian_elkhound,0.160205,True,Great_Dane,0.0486658,True,2412.0,615.0,2016-02-19 00:00:00,2018-10-13 02:20:00,no-entry,bath_towel,0.160205,12.0,1.0
1388,700462010979500032,Twitter for iPhone,This is Murphy. He's a mini golden retriever. Missing two legs (tragic). Mouth sharp. Looks rather perturbed. 6/10 https://t.co/ALO02IAKCn,6.0,10.0,Murphy,https://pbs.twimg.com/media/CbiKe7-W0AIVNNr.jpg,1.0,hamster,0.678651,False,Pomeranian,0.110268,True,Angora,0.104139,False,4384.0,1937.0,2016-02-18 00:00:00,2018-10-13 23:28:00,no-entry,hamster,0.110268,6.0,1.0
1389,700167517596164096,Twitter for iPhone,This is Dotsy. She's stuck as hell. 10/10 https://t.co/A0h4lnhU4s,10.0,10.0,Dotsy,https://pbs.twimg.com/media/Cbd-o8hWwAE4OFm.jpg,1.0,beagle,0.16258499999999998,True,Pembroke,0.120481,True,Siberian_husky,0.110284,True,2801.0,800.0,2016-02-18 00:00:00,2018-10-13 03:58:00,no-entry,beagle,0.16258499999999998,10.0,1.0
1391,700143752053182464,Twitter for iPhone,When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper https://t.co/Fbdr5orUrJ,10.0,10.0,,https://pbs.twimg.com/media/CbdpBmLUYAY9SgQ.jpg,1.0,golden_retriever,0.53246,True,crossword_puzzle,0.103796,False,binder,0.100371,False,7966.0,2960.0,2016-02-18 00:00:00,2018-10-13 02:24:00,pupper,golden_retriever,0.53246,10.0,1.0
1393,700029284593901568,Twitter for iPhone,This is Coops. His ship is taking on water. Sound the alarm. Much distress. Requesting immediate assistance. 10/10 https://t.co/8Nuny4lLE3,10.0,10.0,Coops,https://pbs.twimg.com/media/CbcA673XIAAsytQ.jpg,1.0,West_Highland_white_terrier,0.726571,True,Maltese_dog,0.176828,True,Dandie_Dinmont,0.07013380000000001,True,2188.0,628.0,2016-02-17 00:00:00,2018-10-13 18:49:00,no-entry,West_Highland_white_terrier,0.726571,10.0,1.0
1395,699801817392291840,Twitter for iPhone,This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper https://t.co/qI8yvqKG02,11.0,10.0,Cooper,https://pbs.twimg.com/media/CbYyCMcWIAAHHjF.jpg,2.0,golden_retriever,0.808978,True,Irish_setter,0.0424281,True,Labrador_retriever,0.0235364,True,3227.0,1034.0,2016-02-17 00:00:00,2018-10-13 03:45:00,pupper,golden_retriever,0.808978,11.0,1.0
1397,699779630832685056,Twitter for iPhone,Take all my money. 10/10 https://t.co/B28ebc5LzQ,10.0,10.0,,https://pbs.twimg.com/media/CbYd3C9WEAErJ4Z.jpg,1.0,malinois,0.706038,True,German_shepherd,0.165655,True,Great_Dane,0.0590475,True,2930.0,1334.0,2016-02-17 00:00:00,2018-10-13 02:17:00,no-entry,malinois,0.706038,10.0,1.0
1401,699434518667751424,Twitter for iPhone,I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10 https://t.co/hTE2PEwGvi,12.0,10.0,,https://pbs.twimg.com/media/CbTj--1XEAIZjc_.jpg,1.0,golden_retriever,0.836572,True,kuvasz,0.105946,True,Labrador_retriever,0.025143900000000004,True,2288.0,547.0,2016-02-16 00:00:00,2018-10-13 03:25:00,pupper,golden_retriever,0.836572,12.0,1.0
1402,699423671849451520,Twitter for iPhone,"""Don't ever talk to me or my son again."" ...both 10/10 https://t.co/b8ncwl6TlE",10.0,10.0,,https://pbs.twimg.com/media/CbTaHrRW0AABXmG.jpg,1.0,pug,0.99786,True,French_bulldog,0.00182486,True,bull_mastiff,0.00029894,True,1450.0,357.0,2016-02-16 00:00:00,2018-10-13 02:42:00,no-entry,pug,0.99786,10.0,1.0
1403,699413908797464576,Twitter for iPhone,"Meet Miley. She's a Scandinavian Hollabackgirl. Incalculably fluffy, unamused af. 11/10 would squeeze aggressively https://t.co/6r4GFZY5WS",11.0,10.0,Miley,https://pbs.twimg.com/media/CbTRPXdW8AQMZf7.jpg,1.0,Samoyed,0.517479,True,malamute,0.155935,True,Eskimo_dog,0.0950009,True,2180.0,666.0,2016-02-16 00:00:00,2018-10-13 02:04:00,no-entry,Samoyed,0.517479,11.0,1.0
1404,699370870310113280,Twitter for iPhone,Say hello to Calbert. He doesn't have enough legs. Wtf Calbert. Still havin a blast tho. 11/10 would pet extra well https://t.co/iNFIHvcVur,11.0,10.0,Calbert,https://pbs.twimg.com/media/CbSqE0rVIAEOPE4.jpg,1.0,cairn,0.337557,True,Chihuahua,0.20913,True,Border_terrier,0.136946,True,1989.0,472.0,2016-02-15 00:00:00,2018-10-13 23:13:00,no-entry,cairn,0.337557,11.0,1.0
1405,699323444782047232,Twitter for iPhone,"""I'm bathing the children what do you want?""  ...both 10/10 https://t.co/Rizm1LWh4z",10.0,10.0,,https://pbs.twimg.com/media/CbR-9edXIAEHJKi.jpg,1.0,Labrador_retriever,0.309696,True,doormat,0.3037,False,sliding_door,0.077266,False,3333.0,928.0,2016-02-15 00:00:00,2018-10-13 20:04:00,no-entry,Labrador_retriever,0.309696,10.0,1.0
1407,699079609774645248,Twitter for iPhone,Meet Reagan. He's a Persnicketus Derpson. Great with kids. Permanently caught off guard. 8/10 https://t.co/A2j2StfNgL,8.0,10.0,Reagan,https://pbs.twimg.com/media/CbOhMUDXIAACIWR.jpg,3.0,schipperke,0.667324,True,Chesapeake_Bay_retriever,0.11955,True,kelpie,0.0975995,True,2586.0,707.0,2016-02-15 00:00:00,2018-10-13 03:55:00,no-entry,schipperke,0.667324,8.0,1.0
1408,699072405256409088,Twitter for iPhone,ERMAHGERD 12/10 please enjoy https://t.co/7WrAWKdBac,12.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/699072391083880449/pu/img/fMp1-dvLMeio1Kzk.jpg,1.0,Shih-Tzu,0.599587,True,Pekinese,0.213069,True,Maltese_dog,0.154293,True,3175.0,1275.0,2016-02-15 00:00:00,2018-10-13 03:27:00,no-entry,Shih-Tzu,0.599587,12.0,1.0
1410,699036661657767936,Twitter for iPhone,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all https://t.co/7u6VnZ1UFe,13.0,10.0,,https://pbs.twimg.com/media/CbN6IW4UYAAyVDA.jpg,1.0,Chihuahua,0.222943,True,toyshop,0.179938,False,Weimaraner,0.16303299999999998,True,2755.0,1285.0,2016-02-15 00:00:00,2018-10-13 01:05:00,pupper,Chihuahua,0.222943,13.0,1.0
1411,698989035503689728,Twitter for iPhone,This is Oliver. He does toe touches in his sleep. 13/10 precious af https://t.co/3BrRIWjG35,13.0,10.0,Oliver,https://pbs.twimg.com/media/CbNO0DaW0AARcki.jpg,1.0,Norfolk_terrier,0.24634,True,Irish_terrier,0.243349,True,golden_retriever,0.085871,True,3576.0,1061.0,2016-02-14 00:00:00,2018-10-13 21:55:00,no-entry,Norfolk_terrier,0.24634,13.0,1.0
1413,698907974262222848,Twitter for iPhone,This dog is never sure if he's doing the right thing. 10/10 https://t.co/GXq43zFfBu,10.0,10.0,,https://pbs.twimg.com/media/CbMFFssWIAAyuOd.jpg,3.0,German_short-haired_pointer,0.983131,True,bluetick,0.00555772,True,curly-coated_retriever,0.00332221,True,2684.0,667.0,2016-02-14 00:00:00,2018-10-13 16:33:00,no-entry,German_short-haired_pointer,0.983131,10.0,1.0
1415,698703483621523456,Twitter for iPhone,This is Rusty. He has no respect for POULTRY products. Unbelievable af. 7/10 would still pet https://t.co/hEH19t1eFp,7.0,10.0,Rusty,https://pbs.twimg.com/media/CbJLG0HWwAAV-ug.jpg,1.0,Brittany_spaniel,0.931963,True,Welsh_springer_spaniel,0.0306949,True,beagle,0.0128961,True,1533.0,407.0,2016-02-14 00:00:00,2018-10-13 03:01:00,no-entry,Brittany_spaniel,0.931963,7.0,1.0
1416,698635131305795584,Twitter for iPhone,Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle) https://t.co/rb8nzVNh7F,12.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/698635005506015234/pu/img/wQ4yFXTZ-2QLt68b.jpg,1.0,Samoyed,0.15846400000000002,True,kuvasz,0.0894025,True,West_Highland_white_terrier,0.0250373,True,1360.0,367.0,2016-02-13 00:00:00,2018-10-13 22:29:00,no-entry,Samoyed,0.15846400000000002,12.0,1.0
1417,698549713696649216,Twitter for iPhone,This is Claude. He's trying to be seductive but he forgot to turn on the fireplace. 9/10 damn it Claude https://t.co/EPdQquc1dG,9.0,10.0,Claude,https://pbs.twimg.com/media/CbG_QRJXEAALVWy.jpg,1.0,French_bulldog,0.998544,True,Boston_bull,0.00140394,True,boxer,2.322e-05,True,2450.0,662.0,2016-02-13 00:00:00,2018-10-13 16:50:00,no-entry,French_bulldog,0.998544,9.0,1.0
1420,698262614669991936,Twitter for iPhone,This is Franklin. He's a yoga master. Trying to get rid of those rolls. Dedicated af. 11/10 keep it up pup https://t.co/S712MJXulD,11.0,10.0,Franklin,https://pbs.twimg.com/media/CbC6JL_WEAI_PhH.jpg,1.0,Italian_greyhound,0.107948,True,basset,0.07522999999999999,True,Staffordshire_bullterrier,0.06943610000000001,True,5020.0,2164.0,2016-02-12 00:00:00,2018-10-13 21:49:00,no-entry,Italian_greyhound,0.107948,11.0,1.0
1422,698178924120031232,Twitter for iPhone,This is Lily. She accidentally dropped all her Kohl's cash overboard. Day officially ruined. 10/10 hang in there pup https://t.co/BJbtCqGwZK,10.0,10.0,Lily,https://pbs.twimg.com/media/CbBuBhbWwAEGH29.jpg,1.0,Chesapeake_Bay_retriever,0.351868,True,malinois,0.207753,True,Labrador_retriever,0.154606,True,2960.0,792.0,2016-02-12 00:00:00,2018-10-13 16:16:00,no-entry,Chesapeake_Bay_retriever,0.351868,10.0,1.0
1423,697995514407682048,Twitter for iPhone,"""Dammit hooman quit playin I jus wanna wheat thin"" 11/10 https://t.co/yAASRDPJnQ",11.0,10.0,,https://pbs.twimg.com/media/Ca_HN8UWEAEB-ga.jpg,1.0,Staffordshire_bullterrier,0.280222,True,Boston_bull,0.161478,True,American_Staffordshire_terrier,0.126884,True,1617.0,359.0,2016-02-12 00:00:00,2018-10-13 04:07:00,no-entry,Staffordshire_bullterrier,0.280222,11.0,1.0
1425,697943111201378304,Twitter for iPhone,This is Cassie. She goes door to door trying to find the owner of this baguette. No luck so far. 10/10 https://t.co/e8bj97CisO,10.0,10.0,Cassie,https://pbs.twimg.com/media/Ca-XjfiUsAAUa8f.jpg,1.0,Great_Dane,0.126924,True,Greater_Swiss_Mountain_dog,0.110037,True,German_short-haired_pointer,0.090816,True,2542.0,743.0,2016-02-12 00:00:00,2018-10-13 00:39:00,no-entry,Great_Dane,0.126924,10.0,1.0
1430,697575480820686848,Twitter for iPhone,This is Ole. He's not sure how to gravity. 8/10 https://t.co/PsqqotpBBQ,8.0,10.0,Ole,https://pbs.twimg.com/media/Ca5JMvMUsAAGMll.jpg,1.0,Siamese_cat,0.256698,False,whippet,0.119805,True,bull_mastiff,0.102595,True,2160.0,542.0,2016-02-11 00:00:00,2018-10-13 00:18:00,no-entry,Siamese_cat,0.119805,8.0,1.0
1434,697270446429966336,Twitter for iPhone,This is Bentley. He got stuck on his 3rd homework problem. Picturing the best case scenario if he drops out. 10/10 https://t.co/7rS33sCKMS,10.0,10.0,Bentley,https://pbs.twimg.com/media/Ca0zxGjW8AEfyYl.jpg,1.0,toy_poodle,0.880014,True,miniature_poodle,0.100136,True,Norfolk_terrier,0.00702706,True,4935.0,2000.0,2016-02-10 00:00:00,2018-10-13 04:06:00,no-entry,toy_poodle,0.880014,10.0,1.0
1435,697259378236399616,Twitter for iPhone,"Please stop sending in saber-toothed tigers. This is getting ridiculous. We only rate dogs.
...8/10 https://t.co/iAeQNueou8",8.0,10.0,,https://pbs.twimg.com/media/Ca0ps3AXEAAnp9m.jpg,1.0,Great_Dane,0.999223,True,boxer,0.000186525,True,whippet,0.000151071,True,3469.0,1072.0,2016-02-10 00:00:00,2018-10-13 03:22:00,no-entry,Great_Dane,0.999223,8.0,1.0
1436,697255105972801536,Twitter for iPhone,Meet Charlie. He likes to kiss all the big milk dogs with the rad earrings. Passionate af. 10/10 just a great guy https://t.co/Oe0XSGmfoP,10.0,10.0,Charlie,https://pbs.twimg.com/media/Ca0lzzmWwAA5u56.jpg,1.0,Great_Dane,0.173989,True,malinois,0.165888,True,Doberman,0.11989,True,3187.0,1250.0,2016-02-10 00:00:00,2018-10-13 03:05:00,no-entry,Great_Dane,0.173989,10.0,1.0
1437,697242256848379904,Twitter for iPhone,This is Oakley. He has a massive tumor growing on his head. Seems benign tho. 10/10 would pet around tumor https://t.co/7GQ7BTxywN,10.0,10.0,Oakley,https://pbs.twimg.com/media/Ca0aIR9WcAAHiPy.jpg,1.0,grey_fox,0.236031,False,Siamese_cat,0.16579100000000002,False,Eskimo_dog,0.0635328,True,2660.0,715.0,2016-02-10 00:00:00,2018-10-13 02:14:00,no-entry,grey_fox,0.0635328,10.0,1.0
1440,696886256886657024,Twitter for iPhone,Guys I found the dog from Up. 12/10 https://t.co/WqoZtX9jmJ,12.0,10.0,,https://pbs.twimg.com/media/CavWWdFWAAArflW.jpg,1.0,kuvasz,0.383941,True,golden_retriever,0.289085,True,dingo,0.0565481,False,5111.0,1927.0,2016-02-09 00:00:00,2018-10-13 02:40:00,no-entry,kuvasz,0.383941,12.0,1.0
1442,696754882863349760,Twitter for iPhone,This is Reptar. He specifically asked for his skis to have four bindings. He's not happy. Quite perturbed tbh. 10/10 https://t.co/l9k7TPP7Tp,10.0,10.0,Reptar,https://pbs.twimg.com/media/Cate3eLUcAEIuph.jpg,1.0,weasel,0.13783199999999998,False,toy_poodle,0.0983781,True,Scottish_deerhound,0.0973967,True,1557.0,384.0,2016-02-08 00:00:00,2018-10-13 17:58:00,no-entry,weasel,0.0983781,10.0,1.0
1444,696713835009417216,Twitter for iPhone,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper https://t.co/6J8Ibwy1X6,9.0,10.0,Trevith,https://pbs.twimg.com/media/Cas5h-wWcAA3nAc.jpg,1.0,car_mirror,0.379797,False,Chesapeake_Bay_retriever,0.321589,True,vizsla,0.116931,True,2516.0,699.0,2016-02-08 00:00:00,2018-10-13 15:14:00,pupper,car_mirror,0.321589,9.0,1.0
1447,696488710901260288,Twitter for iPhone,12/10 revolutionary af https://t.co/zKzq4nIY86,12.0,10.0,,https://pbs.twimg.com/media/CapsyfkWcAQ41uC.jpg,1.0,briard,0.369063,True,Scotch_terrier,0.168204,True,giant_schnauzer,0.120553,True,2681.0,1111.0,2016-02-08 00:00:00,2018-10-13 00:20:00,no-entry,briard,0.369063,12.0,1.0
1448,696405997980676096,Twitter for iPhone,This is Berb. He just found out that they have made 31 Kidz Bop CD's. Downright terrifying. 7/10 hang in there Berb https://t.co/CIFLjiTFwZ,7.0,10.0,Berb,https://pbs.twimg.com/media/Caohi_hWcAAQCni.jpg,1.0,borzoi,0.132845,True,Walker_hound,0.0860048,True,Great_Pyrenees,0.0655823,True,3397.0,1224.0,2016-02-07 00:00:00,2018-10-13 18:51:00,no-entry,borzoi,0.132845,7.0,1.0
1450,695816827381944320,Twitter for iPhone,Here's a dog enjoying a sunset. 11/10 would trade lives with https://t.co/VsQdLxrv9h,11.0,10.0,,https://pbs.twimg.com/media/CagJtjYW8AADoHu.jpg,1.0,Pomeranian,0.382234,True,chow,0.208302,True,sunglasses,0.131328,False,3179.0,1260.0,2016-02-06 00:00:00,2018-10-13 03:50:00,no-entry,Pomeranian,0.382234,11.0,1.0
