,source,new_dog_rating,dog_counts,rating_numerator,rating_denominator,p1_conf,p2_conf,p3_conf,retweet_count,favorite_count,developmentalStage,dogTypeMax,dogConfsMax
944,Twitter for iPhone,10.0,1.0,10.0,10.0,0.299966,0.278355,0.17852,1747.0,6384.0,doggo,German_shepherd,0.299966
945,Twitter for iPhone,10.0,1.0,10.0,10.0,0.339324,0.0505118,0.049093300000000006,1717.0,4698.0,doggo,goose,0.0505118
947,Twitter for iPhone,11.0,1.0,11.0,10.0,0.999984,1.00288e-05,1.43447e-06,3748.0,7858.0,puppo,swing,1.00288e-05
948,Twitter for iPhone,8.0,1.0,8.0,10.0,0.399163,0.08642489999999999,0.07523110000000001,1192.0,4060.0,doggo,Bedlington_terrier,0.399163
950,Twitter for iPhone,12.0,1.0,12.0,10.0,0.527659,0.174765,0.0455254,2011.0,6338.0,no-entry,Labrador_retriever,0.527659
952,Twitter for iPhone,11.0,1.0,11.0,10.0,0.4241680000000001,0.260562,0.127432,1462.0,5554.0,no-entry,Lakeland_terrier,0.4241680000000001
953,Twitter for iPhone,12.0,1.0,12.0,10.0,0.703569,0.0766367,0.0459591,2131.0,6178.0,no-entry,chow,0.703569
956,Twitter for iPhone,5.0,1.0,5.0,10.0,0.8683040000000001,0.059623,0.0138763,1215.0,4693.0,multi-entry,dalmatian,0.8683040000000001
957,Twitter for iPhone,10.0,1.0,10.0,10.0,0.516257,0.210839,0.162022,1379.0,5363.0,no-entry,Labrador_retriever,0.516257
958,Twitter for iPhone,12.0,1.0,12.0,10.0,0.714409,0.06616260000000003,0.0284126,1085.0,3405.0,pupper,golden_retriever,0.714409
959,Twitter for iPhone,10.0,1.0,10.0,10.0,0.178852,0.115752,0.113796,6384.0,13293.0,no-entry,Walker_hound,0.178852
960,Twitter for iPhone,12.0,1.0,12.0,10.0,0.947164,0.020596700000000003,0.0165792,1994.0,6714.0,no-entry,Labrador_retriever,0.947164
963,Twitter for iPhone,12.0,1.0,12.0,10.0,0.972587,0.0147717,0.00579803,5484.0,14048.0,no-entry,Pembroke,0.972587
966,Twitter for iPhone,9.0,1.0,9.0,10.0,0.672791,0.270188,0.0345039,1232.0,4827.0,pupper,Border_collie,0.672791
968,Twitter for iPhone,13.0,1.0,13.0,10.0,0.977765,0.00479425,0.00457284,1051.0,3288.0,no-entry,pug,0.977765
969,Twitter for iPhone,11.0,1.0,11.0,10.0,0.4780180000000001,0.207458,0.0858789,1383.0,3859.0,no-entry,toy_poodle,0.4780180000000001
970,Twitter for iPhone,10.0,1.0,10.0,10.0,0.814405,0.17522,0.0080723,1413.0,4599.0,no-entry,Shih-Tzu,0.814405
971,Twitter for iPhone,11.0,1.0,11.0,10.0,0.316704,0.174269,0.14736400000000002,915.0,3234.0,no-entry,golden_retriever,0.316704
972,TweetDeck,12.0,1.0,12.0,10.0,0.978277,0.00313446,0.00306149,591.0,2312.0,no-entry,pug,0.978277
973,Twitter for iPhone,10.0,1.0,10.0,10.0,0.382113,0.249943,0.0709262,3626.0,8363.0,pupper,redbone,0.382113
975,TweetDeck,13.0,1.0,13.0,10.0,0.252031,0.18809,0.133017,673.0,3377.0,no-entry,Labrador_retriever,0.252031
976,TweetDeck,10.0,1.0,10.0,10.0,0.258732,0.13076,0.0717263,858.0,2887.0,no-entry,standard_poodle,0.258732
978,TweetDeck,12.0,1.0,12.0,10.0,0.515319,0.15104,0.05642000000000001,878.0,3222.0,no-entry,Old_English_sheepdog,0.515319
980,Twitter for iPhone,12.0,1.0,12.0,10.0,0.8790120000000001,0.054855,0.021041,1421.0,4933.0,no-entry,Pekinese,0.8790120000000001
981,Twitter for iPhone,11.0,1.0,11.0,10.0,0.772894,0.0424076,0.0423131,1813.0,6482.0,pupper,papillon,0.772894
983,Twitter for iPhone,10.0,1.0,10.0,10.0,0.973715,0.0207581,0.00378436,3762.0,9147.0,no-entry,Pomeranian,0.973715
984,Twitter for iPhone,12.0,1.0,12.0,10.0,0.155144,0.108382,0.0746167,2406.0,5832.0,floofer,wire-haired_fox_terrier,0.155144
986,Twitter for iPhone,11.0,1.0,11.0,10.0,0.985222,0.00331366,0.00298888,1635.0,5086.0,no-entry,pug,0.985222
989,Twitter for iPhone,13.0,1.0,13.0,10.0,0.742912,0.204082,0.0210323,2452.0,6209.0,doggo,borzoi,0.742912
994,Twitter for iPhone,12.0,1.0,12.0,10.0,0.32816100000000004,0.304836,0.0708784,727.0,2313.0,no-entry,Tibetan_terrier,0.32816100000000004
1002,Twitter for iPhone,8.0,1.0,8.0,10.0,0.40845,0.14132999999999998,0.08301839999999999,1071.0,3134.0,no-entry,kuvasz,0.40845
1003,Twitter for iPhone,11.0,1.0,11.0,10.0,0.360428,0.26313400000000003,0.131246,810.0,2975.0,no-entry,Pembroke,0.360428
1004,Twitter for iPhone,4.0,1.0,4.0,10.0,0.7689229999999999,0.029053,0.029035400000000006,1256.0,5145.0,no-entry,Pembroke,0.7689229999999999
1007,Twitter for iPhone,8.5,2.0,10.0,10.0,0.804363,0.0544311,0.0432676,594.0,2456.0,no-entry,Chesapeake_Bay_retriever,0.804363
1008,Twitter for iPhone,11.0,1.0,11.0,10.0,0.389136,0.270226,0.0989388,1139.0,3914.0,no-entry,basenji,0.389136
1009,Twitter for iPhone,10.0,1.0,10.0,10.0,0.111493,0.0950892,0.0801456,1716.0,5883.0,no-entry,Cardigan,0.111493
1017,Twitter for iPhone,11.0,1.0,11.0,10.0,0.540201,0.207835,0.0435649,2325.0,6352.0,no-entry,Pembroke,0.540201
1018,Twitter for iPhone,13.0,1.0,13.0,10.0,0.175518,0.13364700000000002,0.101537,1863.0,5614.0,no-entry,dingo,0.101537
1019,Twitter for iPhone,10.0,1.0,10.0,10.0,0.936183,0.010084,0.010077,1716.0,5165.0,no-entry,Boston_bull,0.936183
1025,Twitter for iPhone,9.0,1.0,9.0,10.0,0.622957,0.338884,0.0241615,1782.0,6536.0,no-entry,German_shepherd,0.622957
1026,Twitter for iPhone,10.0,1.0,10.0,10.0,0.575637,0.19595,0.141224,2381.0,7309.0,no-entry,chow,0.575637
1027,Twitter for iPhone,11.0,1.0,11.0,10.0,0.43332,0.335997,0.177179,886.0,3756.0,no-entry,Shetland_sheepdog,0.43332
1028,Twitter for iPhone,10.0,1.0,10.0,10.0,0.984267,0.00894166,0.00192826,1153.0,4271.0,no-entry,Pekinese,0.984267
1030,Twitter for iPhone,10.0,1.0,10.0,10.0,0.999962,1.44895e-05,6.060880000000002e-06,2745.0,7518.0,doggo,barrow,1.44895e-05
1034,Twitter for iPhone,12.0,1.0,12.0,10.0,0.963985,0.0262057,0.00454365,2458.0,7652.0,no-entry,Shetland_sheepdog,0.963985
1035,Twitter for iPhone,9.0,1.0,9.0,10.0,0.4274810000000001,0.146336,0.134269,675.0,3146.0,puppo,Old_English_sheepdog,0.4274810000000001
1036,Twitter for iPhone,12.0,1.0,12.0,10.0,0.497755,0.282017,0.0900324,2909.0,8338.0,no-entry,toy_poodle,0.497755
1037,Twitter for iPhone,10.0,1.0,10.0,10.0,0.234431,0.114876,0.08661369999999999,1683.0,5920.0,no-entry,Shetland_sheepdog,0.234431
1041,Twitter for iPhone,11.0,1.0,11.0,10.0,0.97573,0.00807261,0.00557087,1173.0,4388.0,no-entry,bull_mastiff,0.97573
1044,Twitter for iPhone,10.0,1.0,10.0,10.0,0.982794,0.0047664,0.00343201,1487.0,4739.0,no-entry,Weimaraner,0.982794
1048,Twitter for iPhone,10.0,1.0,10.0,10.0,0.442612,0.368137,0.177822,1310.0,4481.0,puppo,malamute,0.442612
1049,Twitter for iPhone,12.0,1.0,12.0,10.0,0.350629,0.182782,0.08766239999999999,2053.0,6553.0,pupper,kuvasz,0.350629
1050,Twitter for iPhone,10.0,1.0,10.0,10.0,0.930705,0.0259341,0.00753536,1469.0,4054.0,no-entry,golden_retriever,0.930705
1054,Twitter for iPhone,12.0,1.0,12.0,10.0,0.99731,0.00118563,0.000427989,4102.0,10400.0,no-entry,pug,0.99731
1057,Twitter for iPhone,8.0,1.0,8.0,10.0,0.112413,0.07141439999999999,0.0624654,1684.0,5423.0,pupper,Siamese_cat,0.07141439999999999
1059,Twitter for iPhone,11.0,1.0,11.0,10.0,0.786089,0.0486524,0.0346933,2986.0,8644.0,pupper,Labrador_retriever,0.786089
1060,Twitter for iPhone,9.0,1.0,9.0,10.0,0.292675,0.197858,0.150312,898.0,3878.0,no-entry,Chesapeake_Bay_retriever,0.292675
1061,Twitter for iPhone,12.0,1.0,12.0,10.0,0.7681560000000001,0.0149016,0.0128158,3488.0,9262.0,no-entry,Chihuahua,0.7681560000000001
1063,Twitter for iPhone,12.0,1.0,12.0,10.0,0.843799,0.0529559,0.0357111,3330.0,9976.0,multi-entry,golden_retriever,0.843799
1067,Twitter for iPhone,11.0,1.0,11.0,10.0,0.462952,0.275225,0.0435593,7336.0,19165.0,pupper,wombat,0.275225
1070,Twitter for iPhone,9.0,1.0,9.0,10.0,0.8636870000000001,0.0485901,0.0473966,921.0,3487.0,no-entry,golden_retriever,0.8636870000000001
1071,Twitter for iPhone,10.0,1.0,10.0,10.0,0.586414,0.189782,0.0676072,2120.0,7068.0,no-entry,Chesapeake_Bay_retriever,0.586414
1072,Twitter for iPhone,12.0,1.0,12.0,10.0,0.2858,0.24065300000000006,0.07491389999999999,6373.0,21070.0,no-entry,Irish_water_spaniel,0.2858
1073,Twitter for iPhone,10.0,1.0,10.0,10.0,0.243904,0.210975,0.076443,1164.0,4280.0,no-entry,redbone,0.243904
1074,Twitter for iPhone,12.0,1.0,12.0,10.0,0.342397,0.104451,0.079871,917.0,4002.0,no-entry,toy_poodle,0.342397
1076,Twitter for iPhone,9.0,1.0,9.0,10.0,0.933755,0.0417194,0.00671256,1787.0,5690.0,pupper,Blenheim_spaniel,0.933755
1077,Twitter for iPhone,10.0,1.0,10.0,10.0,0.967397,0.0166414,0.0148576,23081.0,41934.0,no-entry,Labrador_retriever,0.967397
1078,Twitter for iPhone,6.0,1.0,6.0,10.0,0.640256,0.229799,0.037754,3168.0,7593.0,no-entry,Walker_hound,0.640256
1081,Twitter for iPhone,11.0,1.0,11.0,10.0,0.8783200000000001,0.0206333,0.0155351,1228.0,3979.0,no-entry,bath_towel,0.0155351
1082,Twitter for iPhone,10.0,1.0,10.0,10.0,0.691137,0.195558,0.0195849,876.0,3526.0,no-entry,Labrador_retriever,0.691137
1083,Twitter for iPhone,11.0,1.0,11.0,10.0,0.808737,0.028942400000000007,0.026497900000000005,1683.0,5386.0,puppo,chow,0.808737
1084,Twitter for iPhone,10.0,1.0,10.0,10.0,0.346695,0.193905,0.078,912.0,3452.0,no-entry,cocker_spaniel,0.346695
1086,Twitter for iPhone,12.0,1.0,12.0,10.0,0.8788860000000001,0.0866594,0.0212803,3667.0,9293.0,no-entry,keeshond,0.8788860000000001
1088,Twitter for iPhone,10.0,1.0,10.0,10.0,0.990391,0.00560474,0.00286936,1901.0,5555.0,no-entry,vizsla,0.990391
1089,Twitter for iPhone,10.0,1.0,10.0,10.0,0.374682,0.334853,0.0681732,3725.0,10544.0,no-entry,malamute,0.374682
1090,Twitter for iPhone,11.0,1.0,11.0,10.0,0.935307,0.0498742,0.0116032,1434.0,5323.0,no-entry,Pembroke,0.935307
1091,Twitter for iPhone,13.0,1.0,13.0,10.0,0.400568,0.331268,0.0454261,4807.0,10879.0,floofer,Samoyed,0.400568
1094,Twitter for iPhone,13.0,1.0,13.0,10.0,0.545502,0.298622,0.030986400000000008,1867.0,4561.0,no-entry,schipperke,0.545502
1097,Twitter for iPhone,10.0,1.0,10.0,10.0,0.399217,0.13771,0.0620327,2977.0,8586.0,no-entry,Labrador_retriever,0.399217
1098,Twitter for iPhone,10.0,1.0,10.0,10.0,0.553901,0.119475,0.077475,3205.0,8341.0,no-entry,golden_retriever,0.553901
1099,Twitter for iPhone,11.0,1.0,11.0,10.0,0.961643,0.0115469,0.00490333,1233.0,3806.0,no-entry,cocker_spaniel,0.961643
1100,Twitter for iPhone,12.0,1.0,12.0,10.0,0.462594,0.261854,0.151698,1179.0,4232.0,pupper,Pembroke,0.462594
1103,Twitter for iPhone,8.0,1.0,8.0,10.0,0.523191,0.351104,0.0280753,952.0,3525.0,doggo,Staffordshire_bullterrier,0.523191
1105,Twitter for iPhone,10.0,1.0,10.0,10.0,0.847292,0.0593786,0.052758000000000006,553.0,2882.0,no-entry,Maltese_dog,0.847292
1106,Twitter for iPhone,13.0,1.0,13.0,10.0,0.883991,0.0235416,0.0160559,6777.0,13236.0,no-entry,golden_retriever,0.883991
1107,Twitter for iPhone,11.0,1.0,11.0,10.0,0.304902,0.155147,0.050942400000000006,583.0,2643.0,no-entry,Siberian_husky,0.304902
1110,Twitter for iPhone,10.0,1.0,10.0,10.0,0.457356,0.371282,0.048359,1082.0,3871.0,floofer,Lhasa,0.457356
1111,Twitter for iPhone,10.0,1.0,10.0,10.0,0.619382,0.142274,0.0585047,1021.0,3321.0,no-entry,French_bulldog,0.619382
1113,Twitter for iPhone,12.0,1.0,12.0,10.0,0.945523,0.0423191,0.00395626,17286.0,47063.0,multi-entry,golden_retriever,0.945523
1115,Twitter for iPhone,11.0,1.0,11.0,10.0,0.961902,0.0242893,0.00577178,954.0,3722.0,no-entry,Pomeranian,0.961902
1117,Twitter for iPhone,11.0,1.0,11.0,10.0,0.998673,0.000547053,0.00035998,2711.0,8521.0,doggo,tennis_ball,0.000547053
1118,Twitter for iPhone,11.0,1.0,11.0,10.0,0.677408,0.052724,0.0485719,5869.0,15749.0,no-entry,English_setter,0.677408
1119,Twitter for iPhone,12.0,1.0,12.0,10.0,0.967103,0.0211264,0.00223107,1058.0,3675.0,no-entry,Pembroke,0.967103
1122,Twitter for iPhone,10.0,1.0,10.0,10.0,0.810158,0.058204999999999986,0.027929500000000003,2315.0,5188.0,pupper,American_Staffordshire_terrier,0.810158
1123,Twitter for iPhone,11.0,1.0,11.0,10.0,0.682082,0.289288,0.00877069,1115.0,3650.0,no-entry,Eskimo_dog,0.682082
1124,Twitter for iPhone,11.0,1.0,11.0,10.0,0.341663,0.171222,0.124687,1135.0,4030.0,no-entry,pug,0.341663
1128,Twitter for iPhone,13.0,1.0,13.0,10.0,0.218408,0.114368,0.0964093,1328.0,4202.0,no-entry,kelpie,0.218408
1132,Twitter for iPhone,13.0,1.0,13.0,10.0,0.939134,0.0543356,0.00559029,1829.0,4922.0,no-entry,Pembroke,0.939134
1133,Twitter for iPhone,10.0,1.0,10.0,10.0,0.48205,0.20274,0.0379758,728.0,2928.0,no-entry,Saint_Bernard,0.48205
1136,Twitter for iPhone,12.0,1.0,12.0,10.0,0.266414,0.138546,0.109014,1026.0,3863.0,no-entry,collie,0.266414
1139,Twitter for iPhone,11.0,1.0,11.0,10.0,0.384559,0.091661,0.0817989,1174.0,4313.0,pupper,cocker_spaniel,0.384559
1140,Twitter for iPhone,12.0,1.0,12.0,10.0,0.462408,0.214556,0.0356036,686.0,3098.0,no-entry,Border_collie,0.462408
1141,Twitter for iPhone,13.0,1.0,13.0,10.0,0.457164,0.39171,0.0945226,1876.0,6212.0,doggo,Great_Pyrenees,0.457164
1144,Twitter for iPhone,9.0,1.0,9.0,10.0,0.14644,0.083091,0.0705542,874.0,3208.0,no-entry,bonnet,0.0705542
1145,Twitter for iPhone,10.0,1.0,10.0,10.0,0.656463,0.0847658,0.0589085,1474.0,4077.0,no-entry,flat-coated_retriever,0.656463
1149,Twitter for iPhone,12.0,1.0,12.0,10.0,0.255327,0.181279,0.125185,1081.0,3740.0,no-entry,miniature_pinscher,0.255327
1150,Twitter for iPhone,9.0,1.0,9.0,10.0,0.261112,0.0947852,0.06994639999999999,1235.0,4646.0,no-entry,standard_poodle,0.261112
1152,Twitter for iPhone,11.0,1.0,11.0,10.0,0.33576100000000003,0.167173,0.145715,1458.0,4382.0,pupper,chow,0.33576100000000003
1153,Twitter for iPhone,12.0,1.0,12.0,10.0,0.599076,0.177318,0.141461,1910.0,5462.0,no-entry,boxer,0.599076
1155,Twitter for iPhone,12.0,1.0,12.0,10.0,0.67575,0.0951679,0.0760429,1396.0,3898.0,no-entry,golden_retriever,0.67575
1157,Twitter for iPhone,10.0,1.0,10.0,10.0,0.240695,0.202444,0.159348,1767.0,5583.0,pupper,golden_retriever,0.240695
1158,Twitter for iPhone,10.0,1.0,10.0,10.0,0.581835,0.344588,0.0435842,1895.0,4552.0,no-entry,Border_collie,0.581835
1161,Twitter for iPhone,12.0,1.0,12.0,10.0,0.991772,0.00362638,0.00223183,1312.0,4093.0,no-entry,Samoyed,0.991772
1163,Twitter for iPhone,10.0,1.0,10.0,10.0,0.83939,0.0657058,0.012941,956.0,3184.0,no-entry,golden_retriever,0.83939
1164,Twitter for iPhone,8.0,1.0,8.0,10.0,0.176495,0.0599052,0.0568505,2013.0,5567.0,no-entry,tennis_ball,0.0568505
1165,Twitter for iPhone,6.5,2.0,4.0,20.0,0.246762,0.126131,0.0852969,1685.0,4327.0,no-entry,Great_Dane,0.246762
1166,Twitter for iPhone,12.0,1.0,12.0,10.0,0.5309149999999999,0.28823000000000004,0.0448537,1753.0,5214.0,no-entry,Labrador_retriever,0.5309149999999999
1167,Twitter for iPhone,11.0,1.0,11.0,10.0,0.99775,0.001248,0.000775002,2009.0,4897.0,no-entry,Pomeranian,0.99775
1168,Twitter for iPhone,11.0,1.0,11.0,10.0,0.950053,0.00632139,0.00624335,659.0,2658.0,pupper,Samoyed,0.950053
1170,Twitter for iPhone,10.0,1.0,10.0,10.0,0.48997,0.174497,0.07906669999999999,731.0,2606.0,no-entry,Newfoundland,0.48997
1171,Twitter for iPhone,10.0,1.0,10.0,10.0,0.990312,0.00249478,0.00173312,1598.0,4333.0,no-entry,Rottweiler,0.990312
1172,Twitter for iPhone,11.0,1.0,11.0,10.0,0.873977,0.0433385,0.0191971,2704.0,6746.0,no-entry,Pembroke,0.873977
1176,Twitter for iPhone,10.0,1.0,10.0,10.0,0.605304,0.130948,0.0946916,1871.0,5072.0,doggo,golden_retriever,0.605304
1178,Twitter for iPhone,10.0,1.0,10.0,10.0,0.873233,0.07643539999999999,0.035745,2072.0,5310.0,no-entry,malamute,0.873233
1179,Twitter for iPhone,11.0,1.0,11.0,10.0,0.171486,0.050971,0.0477594,793.0,2935.0,no-entry,swing,0.050971
1181,Twitter for iPhone,11.0,1.0,11.0,10.0,0.224415,0.204882,0.0906329,1027.0,3591.0,no-entry,Dandie_Dinmont,0.224415
1182,Twitter for iPhone,10.0,1.0,10.0,10.0,0.14039400000000002,0.118769,0.0754917,1176.0,3665.0,no-entry,golden_retriever,0.14039400000000002
1183,Twitter for iPhone,12.0,1.0,12.0,10.0,0.7663270000000001,0.222126,0.00675723,1884.0,5502.0,no-entry,Pembroke,0.7663270000000001
1184,Twitter for iPhone,10.0,1.0,10.0,10.0,0.993718,0.00361083,0.000524823,8664.0,19876.0,no-entry,Pomeranian,0.993718
1187,Twitter for iPhone,9.0,1.0,9.0,10.0,0.356946,0.252781,0.113433,566.0,2842.0,no-entry,badger,0.252781
1189,Twitter for iPhone,3.0,1.0,3.0,10.0,0.354488,0.159672,0.05749830000000001,536.0,2029.0,no-entry,Chihuahua,0.354488
1190,Twitter for iPhone,11.0,1.0,11.0,10.0,0.370152,0.356398,0.271042,1075.0,4072.0,no-entry,malamute,0.370152
1191,Twitter for iPhone,11.0,1.0,11.0,10.0,0.922876,0.0701135,0.00256079,636.0,2572.0,no-entry,Brittany_spaniel,0.922876
1195,Twitter for iPhone,9.0,1.0,9.0,10.0,0.286479,0.0841339,0.064697,902.0,3310.0,no-entry,miniature_pinscher,0.286479
1196,Twitter for iPhone,12.0,1.0,12.0,10.0,0.983548,0.0121854,0.00241203,2039.0,6586.0,no-entry,golden_retriever,0.983548
1198,Twitter for iPhone,10.0,1.0,10.0,10.0,0.619577,0.118089,0.06650779999999999,1260.0,4490.0,no-entry,malinois,0.619577
1199,Twitter for iPhone,11.0,1.0,11.0,10.0,0.468751,0.154652,0.12501700000000002,1486.0,5827.0,no-entry,Pomeranian,0.468751
1203,Twitter for iPhone,12.0,1.0,12.0,10.0,0.43042,0.196769,0.07267610000000001,1161.0,2927.0,no-entry,Yorkshire_terrier,0.43042
1204,Twitter for iPhone,11.0,1.0,11.0,10.0,0.638625,0.254717,0.0717317,1867.0,5137.0,doggo,golden_retriever,0.638625
1205,Twitter for iPhone,11.0,1.0,11.0,10.0,0.976685,0.0196626,0.00227819,939.0,3351.0,no-entry,pug,0.976685
1207,Twitter for iPhone,10.0,1.0,10.0,10.0,0.740229,0.0819151,0.0637485,1810.0,4916.0,no-entry,Dandie_Dinmont,0.740229
1209,Twitter for iPhone,10.0,1.0,10.0,10.0,0.427836,0.221409,0.132135,1380.0,4107.0,no-entry,Staffordshire_bullterrier,0.427836
1214,Twitter for iPhone,12.0,1.0,12.0,10.0,0.956787,0.00838287,0.00834409,2022.0,5387.0,no-entry,Chihuahua,0.956787
1215,Twitter for iPhone,12.0,1.0,12.0,10.0,0.31090300000000004,0.142288,0.103945,1324.0,4376.0,no-entry,dingo,0.142288
1218,Twitter for iPhone,10.0,1.0,10.0,10.0,0.251516,0.139346,0.129005,1520.0,4353.0,no-entry,Great_Pyrenees,0.251516
1220,Twitter for iPhone,12.0,1.0,12.0,10.0,0.293007,0.256198,0.129643,998.0,3807.0,no-entry,Norfolk_terrier,0.293007
1224,Twitter for iPhone,13.0,1.0,13.0,10.0,0.533967,0.164826,0.046524,939.0,2388.0,no-entry,pug,0.533967
1225,Twitter for iPhone,10.0,1.0,10.0,10.0,0.586951,0.378812,0.00360489,1500.0,4528.0,no-entry,Labrador_retriever,0.586951
1226,Twitter for iPhone,12.0,1.0,12.0,10.0,0.463223,0.389959,0.0979627,830.0,3449.0,no-entry,Siberian_husky,0.463223
1229,Twitter for iPhone,12.0,1.0,12.0,10.0,0.797936,0.044718199999999986,0.0379107,1479.0,5134.0,no-entry,Brittany_spaniel,0.797936
1231,Twitter for iPhone,10.0,1.0,10.0,10.0,0.734244,0.025948,0.0258743,3037.0,7575.0,no-entry,whippet,0.734244
1232,Twitter for iPhone,10.0,1.0,10.0,10.0,0.503788,0.430624,0.0284542,1561.0,4699.0,no-entry,timber_wolf,0.430624
1233,Twitter for iPhone,10.0,1.0,10.0,10.0,0.8686709999999999,0.0950952,0.00765137,7220.0,19570.0,no-entry,Labrador_retriever,0.8686709999999999
1235,Twitter for iPhone,10.0,1.0,10.0,10.0,0.829058,0.0386645,0.0262214,1304.0,4375.0,no-entry,Labrador_retriever,0.829058
1238,Twitter for iPhone,10.0,1.0,10.0,10.0,0.720481,0.048031800000000006,0.0450464,1106.0,3997.0,no-entry,Labrador_retriever,0.720481
1244,Twitter for iPhone,11.0,1.0,11.0,10.0,0.459515,0.219661,0.130189,1060.0,2993.0,no-entry,Lakeland_terrier,0.459515
1245,Twitter for iPhone,10.0,1.0,10.0,10.0,0.366875,0.334929,0.07387619999999999,4423.0,9363.0,no-entry,dingo,0.334929
1248,Twitter for iPhone,11.0,1.0,11.0,10.0,0.7509060000000001,0.241152,0.00263962,1215.0,3848.0,no-entry,Pembroke,0.7509060000000001
1249,Twitter for iPhone,3.0,1.0,3.0,10.0,0.280835,0.12329,0.0867925,786.0,3486.0,no-entry,leatherback_turtle,0.0867925
1250,Twitter for iPhone,11.0,1.0,11.0,10.0,0.731405,0.150672,0.0218109,665.0,3154.0,pupper,French_bulldog,0.731405
1253,Twitter for iPhone,12.0,1.0,12.0,10.0,0.803742,0.189712,0.00174609,576.0,2829.0,no-entry,Pembroke,0.803742
1258,Twitter for iPhone,11.0,1.0,11.0,10.0,0.932401,0.0308057,0.00897428,552.0,2246.0,no-entry,Shih-Tzu,0.932401
1259,Twitter for iPhone,11.0,1.0,11.0,10.0,0.586307,0.118622,0.106806,1352.0,4763.0,no-entry,Old_English_sheepdog,0.586307
1260,Twitter for iPhone,13.0,1.0,13.0,10.0,0.415495,0.17815699999999998,0.100202,1209.0,2531.0,no-entry,pug,0.415495
1261,Twitter for iPhone,11.0,1.0,11.0,10.0,0.979053,0.0106825,0.00271296,962.0,3063.0,no-entry,cowboy_hat,0.00271296
1262,Twitter for iPhone,8.0,1.0,8.0,10.0,0.95317,0.0195169,0.00582051,959.0,2917.0,no-entry,Pekinese,0.95317
1263,Twitter for iPhone,11.0,1.0,11.0,10.0,0.802092,0.111647,0.0628662,2131.0,5792.0,pupper,toy_poodle,0.802092
1267,Twitter for iPhone,12.0,1.0,12.0,10.0,0.999837,0.000116907,1.13384e-05,1295.0,3732.0,no-entry,chow,0.999837
1269,Twitter for iPhone,9.0,1.0,9.0,10.0,0.414982,0.225482,0.196789,256.0,1570.0,no-entry,cocker_spaniel,0.414982
1270,Twitter for iPhone,10.0,1.0,10.0,10.0,0.780187,0.07442869999999999,0.033776199999999985,634.0,2348.0,no-entry,Maltese_dog,0.780187
1271,Twitter for iPhone,8.0,1.0,8.0,10.0,0.79745,0.0540553,0.0316733,745.0,2758.0,no-entry,Shetland_sheepdog,0.79745
1272,Twitter for iPhone,11.0,1.0,11.0,10.0,0.271109,0.15048699999999998,0.145578,612.0,2530.0,no-entry,Labrador_retriever,0.271109
1277,Twitter for iPhone,9.0,1.0,9.0,10.0,0.8265790000000001,0.0681793,0.0492179,1758.0,5009.0,no-entry,hotdog,0.0681793
1280,Twitter for iPhone,10.0,1.0,10.0,10.0,0.283945,0.218252,0.180401,541.0,1790.0,no-entry,Eskimo_dog,0.283945
1282,Twitter for iPhone,11.0,1.0,11.0,10.0,0.933457,0.05722080000000001,0.000904151,873.0,2887.0,no-entry,Pomeranian,0.933457
1285,Twitter for iPhone,11.0,1.0,11.0,10.0,0.748163,0.127717,0.042141000000000005,881.0,3249.0,no-entry,Chihuahua,0.748163
1287,Twitter for iPhone,10.0,1.0,10.0,10.0,0.871283,0.04182,0.015228,1436.0,3812.0,no-entry,pug,0.871283
1290,Twitter for iPhone,11.0,1.0,11.0,10.0,0.710354,0.262302,0.00690382,896.0,3567.0,no-entry,French_bulldog,0.710354
1291,Twitter for iPhone,9.0,1.0,9.0,10.0,0.264483,0.258786,0.0968987,1053.0,2829.0,no-entry,Norwich_terrier,0.264483
1292,Twitter for iPhone,10.0,1.0,10.0,10.0,0.5161060000000001,0.236075,0.0697495,579.0,2034.0,no-entry,Staffordshire_bullterrier,0.5161060000000001
1296,Twitter for iPhone,11.0,1.0,11.0,10.0,0.908491,0.0826516,0.00578613,1042.0,2850.0,no-entry,toy_poodle,0.908491
1297,Twitter for iPhone,11.0,1.0,11.0,10.0,0.890426,0.0513347,0.0180153,1017.0,3450.0,no-entry,miniature_pinscher,0.890426
1303,Twitter for iPhone,4.0,1.0,4.0,10.0,0.518215,0.149391,0.106003,740.0,2396.0,no-entry,ram,0.149391
1304,Twitter for iPhone,11.0,1.0,11.0,10.0,0.7382770000000001,0.0285149,0.0248763,643.0,2404.0,pupper,Lakeland_terrier,0.7382770000000001
1305,Twitter for iPhone,10.0,1.0,10.0,10.0,0.888468,0.0886346,0.0159383,1397.0,3698.0,no-entry,Chihuahua,0.888468
1306,Twitter for iPhone,9.0,1.0,9.0,10.0,0.637225,0.0945421,0.0697971,1159.0,3466.0,no-entry,golden_retriever,0.637225
1308,Twitter for iPhone,10.0,1.0,10.0,10.0,0.370717,0.201566,0.101559,855.0,2912.0,no-entry,Blenheim_spaniel,0.370717
1309,Twitter for iPhone,11.0,1.0,11.0,10.0,0.8973120000000001,0.0391802,0.019516,728.0,2714.0,no-entry,Samoyed,0.8973120000000001
1310,Twitter for iPhone,10.0,1.0,10.0,10.0,0.642426,0.0573062,0.0541865,853.0,2319.0,no-entry,pug,0.642426
